Diâmetro (nm),Tempo (s)
311.22,51.2960
311.41,51.3280
311.61,51.3600
311.80,51.3920
311.99,51.4240
311.58,51.4560
311.77,51.4880
311.97,51.5200
311.55,51.5520
311.75,51.5840
311.94,51.6160
311.53,51.6480
311.72,51.6800
311.91,51.7120
311.50,51.7440
311.69,51.7760
311.89,51.8080
312.08,51.8400
311.67,51.8720
311.86,51.9040
312.05,51.9360
311.64,51.9680
311.83,52.0000
312.03,52.0320
311.62,52.0640
311.81,52.0960
312.00,52.1280
312.19,52.1600
312.38,52.1920
311.97,52.2240
312.16,52.2560
312.35,52.2880
312.55,52.3200
312.14,52.3520
311.73,52.3840
311.92,52.4160
312.11,52.4480
311.70,52.4800
311.89,52.5120
312.08,52.5440
311.68,52.5760
311.87,52.6080
312.06,52.6400
311.65,52.6720
311.84,52.7040
312.03,52.7360
311.63,52.7680
311.82,52.8000
312.00,52.8320
311.60,52.8640
311.79,52.8960
311.98,52.9280
311.58,52.9600
311.76,52.9920
311.95,53.0240
311.55,53.0560
311.74,53.0880
311.93,53.1200
311.53,53.1520
311.71,53.1840
311.31,53.2160
311.50,53.2480
311.69,53.2800
311.87,53.3120
311.48,53.3440
311.66,53.3760
311.85,53.4080
312.04,53.4400
311.64,53.4720
311.82,53.5040
312.01,53.5360
312.20,53.5680
311.80,53.6000
311.98,53.6320
312.17,53.6640
311.77,53.6960
311.96,53.7280
311.56,53.7600
311.75,53.7920
311.93,53.8240
311.54,53.8560
311.14,53.8880
311.33,53.9200
311.51,53.9520
311.70,53.9840
311.88,54.0160
311.49,54.0480
311.67,54.0800
311.86,54.1120
311.46,54.1440
311.65,54.1760
311.25,54.2080
311.44,54.2400
311.62,54.2720
311.23,54.3040
311.41,54.3360
311.60,54.3680
311.21,54.4000
311.39,54.4320
311.00,54.4640
311.18,54.4960
311.37,54.5280
311.55,54.5600
311.73,54.5920
311.91,54.6240
311.52,54.6560
311.71,54.6880
311.89,54.7200
312.07,54.7520
312.25,54.7840
312.44,54.8160
312.05,54.8480
311.66,54.8800
311.84,54.9120
311.45,54.9440
311.63,54.9760
311.81,55.0080
311.43,55.0400
311.61,55.0720
311.22,55.1040
311.40,55.1360
311.02,55.1680
311.20,55.2000
311.38,55.2320
310.99,55.2640
311.17,55.2960
310.79,55.3280
310.97,55.3600
311.15,55.3920
310.77,55.4240
310.95,55.4560
311.13,55.4880
310.75,55.5200
310.93,55.5520
311.10,55.5840
311.28,55.6160
310.90,55.6480
311.08,55.6800
311.26,55.7120
310.88,55.7440
311.06,55.7760
311.24,55.8080
310.86,55.8400
311.04,55.8720
311.21,55.9040
311.39,55.9360
311.01,55.9680
311.19,56.0000
311.37,56.0320
310.99,56.0640
311.17,56.0960
311.34,56.1280
311.52,56.1600
311.70,56.1920
311.32,56.2240
311.50,56.2560
311.68,56.2880
311.85,56.3200
312.03,56.3520
311.65,56.3840
311.83,56.4160
312.01,56.4480
312.18,56.4800
312.36,56.5120
311.98,56.5440
312.16,56.5760
311.78,56.6080
311.40,56.6400
311.58,56.6720
311.76,56.7040
311.93,56.7360
312.11,56.7680
311.73,56.8000
311.91,56.8320
311.53,56.8640
311.71,56.8960
311.33,56.9280
311.51,56.9600
311.68,56.9920
311.31,57.0240
311.49,57.0560
311.66,57.0880
311.84,57.1200
312.01,57.1520
312.18,57.1840
312.36,57.2160
312.53,57.2480
312.71,57.2800
312.88,57.3120
313.06,57.3440
313.23,57.3760
312.86,57.4080
313.03,57.4400
313.21,57.4720
312.83,57.5040
313.01,57.5360
313.18,57.5680
312.81,57.6000
312.98,57.6320
312.61,57.6640
312.78,57.6960
312.95,57.7280
313.13,57.7600
312.76,57.7920
312.93,57.8240
313.10,57.8560
312.73,57.8880
312.90,57.9200
313.08,57.9520
312.71,57.9840
312.88,58.0160
313.05,58.0480
313.22,58.0800
312.85,58.1120
313.02,58.1440
312.66,58.1760
312.83,58.2080
313.00,58.2400
312.63,58.2720
312.80,58.3040
312.97,58.3360
313.15,58.3680
312.78,58.4000
312.95,58.4320
313.12,58.4640
312.75,58.4960
312.92,58.5280
313.09,58.5600
312.73,58.5920
312.90,58.6240
312.53,58.6560
312.70,58.6880
312.87,58.7200
312.51,58.7520
312.68,58.7840
312.85,58.8160
312.48,58.8480
312.12,58.8800
312.29,58.9120
312.46,58.9440
312.63,58.9760
312.26,59.0080
312.43,59.0400
312.60,59.0720
312.77,59.1040
312.94,59.1360
313.11,59.1680
312.75,59.2000
312.92,59.2320
313.09,59.2640
313.25,59.2960
313.42,59.3280
313.06,59.3600
313.23,59.3920
313.40,59.4240
313.04,59.4560
313.20,59.4880
312.84,59.5200
313.01,59.5520
312.65,59.5840
312.82,59.6160
312.46,59.6480
312.63,59.6800
312.79,59.7120
312.96,59.7440
313.13,59.7760
312.77,59.8080
312.94,59.8400
312.58,59.8720
312.74,59.9040
312.39,59.9360
312.55,59.9680
312.72,60.0000
312.89,60.0320
313.05,60.0640
312.69,60.0960
312.86,60.1280
313.03,60.1600
312.67,60.1920
312.84,60.2240
313.00,60.2560
312.65,60.2880
312.81,60.3200
312.46,60.3520
312.62,60.3840
312.27,60.4160
312.43,60.4480
312.60,60.4800
312.76,60.5120
312.41,60.5440
312.57,60.5760
312.74,60.6080
312.90,60.6400
312.55,60.6720
312.72,60.7040
312.88,60.7360
312.53,60.7680
312.69,60.8000
312.86,60.8320
312.50,60.8640
312.67,60.8960
312.32,60.9280
312.48,60.9600
312.13,60.9920
312.29,61.0240
312.46,61.0560
312.62,61.0880
312.27,61.1200
312.43,61.1520
312.60,61.1840
312.25,61.2160
312.41,61.2480
312.06,61.2800
312.22,61.3120
312.39,61.3440
312.55,61.3760
312.71,61.4080
312.36,61.4400
312.53,61.4720
312.18,61.5040
312.34,61.5360
312.50,61.5680
312.66,61.6000
312.32,61.6320
312.48,61.6640
312.64,61.6960
312.80,61.7280
312.97,61.7600
312.62,61.7920
312.78,61.8240
312.43,61.8560
312.59,61.8880
312.76,61.9200
312.92,61.9520
313.08,61.9840
313.24,62.0160
312.89,62.0480
313.06,62.0800
313.22,62.1120
312.87,62.1440
313.03,62.1760
313.19,62.2080
312.85,62.2400
313.01,62.2720
313.17,62.3040
313.33,62.3360
312.98,62.3680
313.14,62.4000
312.80,62.4320
312.96,62.4640
313.12,62.4960
313.28,62.5280
313.44,62.5600
313.10,62.5920
313.26,62.6240
313.42,62.6560
313.58,62.6880
313.23,62.7200
313.39,62.7520
313.55,62.7840
313.21,62.8160
313.37,62.8480
313.02,62.8800
313.18,62.9120
313.34,62.9440
313.50,62.9760
313.16,63.0080
313.32,63.0400
313.48,63.0720
313.14,63.1040
313.29,63.1360
312.95,63.1680
313.11,63.2000
313.27,63.2320
312.93,63.2640
313.09,63.2960
313.25,63.3280
313.40,63.3600
313.06,63.3920
313.22,63.4240
312.88,63.4560
313.04,63.4880
313.20,63.5200
312.86,63.5520
313.02,63.5840
313.17,63.6160
313.33,63.6480
313.49,63.6800
313.15,63.7120
313.31,63.7440
312.97,63.7760
313.13,63.8080
313.28,63.8400
313.44,63.8720
313.10,63.9040
313.26,63.9360
313.42,63.9680
313.08,64.0000
313.24,64.0320
313.39,64.0640
313.06,64.0960
313.21,64.1280
312.88,64.1600
313.03,64.1920
313.19,64.2240
312.85,64.2560
313.01,64.2880
312.68,64.3200
312.83,64.3520
312.99,64.3840
312.65,64.4160
312.81,64.4480
312.48,64.4800
312.63,64.5120
312.79,64.5440
312.45,64.5760
312.61,64.6080
312.28,64.6400
312.43,64.6720
312.59,64.7040
312.74,64.7360
312.41,64.7680
312.56,64.8000
312.72,64.8320
312.87,64.8640
313.03,64.8960
312.70,64.9280
312.85,64.9600
313.00,64.9920
313.16,65.0240
313.31,65.0560
312.98,65.0880
312.65,65.1200
312.80,65.1520
312.96,65.1840
313.11,65.2160
312.78,65.2480
312.94,65.2800
313.09,65.3120
312.76,65.3440
312.91,65.3760
313.07,65.4080
313.22,65.4400
312.89,65.4720
313.04,65.5040
312.71,65.5360
312.87,65.5680
313.02,65.6000
312.69,65.6320
312.85,65.6640
312.52,65.6960
312.67,65.7280
312.34,65.7600
312.50,65.7920
312.17,65.8240
312.32,65.8560
312.47,65.8880
312.15,65.9200
311.83,65.9520
311.98,65.9840
312.13,66.0160
312.28,66.0480
312.43,66.0800
312.58,66.1120
312.73,66.1440
312.41,66.1760
312.56,66.2080
312.24,66.2400
312.39,66.2720
312.54,66.3040
312.69,66.3360
312.37,66.3680
312.52,66.4000
312.67,66.4320
312.82,66.4640
312.50,66.4960
312.65,66.5280
312.80,66.5600
312.95,66.5920
312.62,66.6240
312.77,66.6560
312.45,66.6880
312.60,66.7200
312.75,66.7520
312.43,66.7840
312.58,66.8160
312.26,66.8480
312.41,66.8800
312.09,66.9120
311.77,66.9440
311.92,66.9760
312.07,67.0080
311.75,67.0400
311.90,67.0720
311.58,67.1040
311.73,67.1360
311.41,67.1680
311.56,67.2000
311.71,67.2320
311.39,67.2640
311.54,67.2960
311.69,67.3280
311.84,67.3600
311.99,67.3920
311.67,67.4240
311.82,67.4560
311.50,67.4880
311.65,67.5200
311.34,67.5520
311.48,67.5840
311.63,67.6160
311.32,67.6480
311.46,67.6800
311.61,67.7120
311.76,67.7440
311.44,67.7760
311.59,67.8080
311.74,67.8400
311.42,67.8720
311.57,67.9040
311.26,67.9360
311.40,67.9680
311.09,68.0000
311.24,68.0320
310.93,68.0640
311.07,68.0960
311.22,68.1280
311.37,68.1600
311.51,68.1920
311.20,68.2240
311.35,68.2560
311.04,68.2880
311.18,68.3200
311.33,68.3520
311.02,68.3840
310.71,68.4160
310.85,68.4480
310.54,68.4800
310.69,68.5120
310.83,68.5440
310.98,68.5760
310.67,68.6080
310.82,68.6400
310.51,68.6720
310.65,68.7040
310.80,68.7360
310.94,68.7680
310.63,68.8000
310.78,68.8320
310.47,68.8640
310.62,68.8960
310.31,68.9280
310.45,68.9600
310.60,68.9920
310.74,69.0240
310.89,69.0560
310.58,69.0880
310.72,69.1200
310.42,69.1520
310.56,69.1840
310.26,69.2160
310.40,69.2480
310.10,69.2800
310.24,69.3120
310.38,69.3440
310.08,69.3760
310.22,69.4080
309.92,69.4400
310.06,69.4720
310.21,69.5040
310.35,69.5360
310.05,69.5680
310.19,69.6000
310.33,69.6320
310.47,69.6640
310.17,69.6960
310.31,69.7280
310.46,69.7600
310.15,69.7920
310.30,69.8240
310.44,69.8560
310.14,69.8880
310.28,69.9200
309.98,69.9520
310.12,69.9840
310.26,70.0160
309.96,70.0480
310.10,70.0800
310.25,70.1120
310.39,70.1440
310.09,70.1760
310.23,70.2080
310.37,70.2400
310.07,70.2720
310.21,70.3040
310.35,70.3360
310.05,70.3680
310.19,70.4000
310.33,70.4320
310.04,70.4640
310.18,70.4960
309.88,70.5280
310.02,70.5600
309.72,70.5920
309.86,70.6240
310.00,70.6560
309.71,70.6880
309.85,70.7200
309.99,70.7520
310.13,70.7840
310.27,70.8160
310.41,70.8480
310.11,70.8800
310.25,70.9120
310.39,70.9440
310.53,70.9760
310.67,71.0080
310.81,71.0400
310.51,71.0720
310.65,71.1040
310.79,71.1360
310.93,71.1680
311.07,71.2000
311.21,71.2320
310.91,71.2640
311.05,71.2960
310.76,71.3280
310.90,71.3600
311.04,71.3920
310.74,71.4240
310.88,71.4560
310.58,71.4880
310.72,71.5200
310.86,71.5520
310.57,71.5840
310.70,71.6160
310.41,71.6480
310.55,71.6800
310.25,71.7120
310.39,71.7440
310.53,71.7760
310.67,71.8080
310.81,71.8400
310.95,71.8720
310.65,71.9040
310.79,71.9360
310.93,71.9680
311.07,72.0000
310.77,72.0320
310.91,72.0640
310.62,72.0960
310.76,72.1280
310.89,72.1600
311.03,72.1920
310.74,72.2240
310.88,72.2560
310.58,72.2880
310.72,72.3200
310.86,72.3520
311.00,72.3840
311.13,72.4160
310.84,72.4480
310.98,72.4800
311.12,72.5120
311.25,72.5440
311.39,72.5760
311.10,72.6080
311.23,72.6400
311.37,72.6720
311.08,72.7040
311.22,72.7360
310.93,72.7680
311.06,72.8000
311.20,72.8320
310.91,72.8640
311.04,72.8960
310.75,72.9280
310.46,72.9600
310.60,72.9920
310.74,73.0240
310.87,73.0560
311.01,73.0880
310.72,73.1200
310.86,73.1520
310.99,73.1840
310.70,73.2160
310.84,73.2480
310.97,73.2800
310.69,73.3120
310.82,73.3440
310.96,73.3760
311.09,73.4080
311.23,73.4400
310.94,73.4720
311.07,73.5040
310.79,73.5360
310.92,73.5680
311.06,73.6000
311.19,73.6320
310.90,73.6640
311.04,73.6960
311.17,73.7280
310.89,73.7600
311.02,73.7920
311.16,73.8240
310.87,73.8560
311.00,73.8880
311.14,73.9200
310.85,73.9520
310.99,73.9840
310.70,74.0160
310.84,74.0480
310.97,74.0800
310.68,74.1120
310.82,74.1440
310.53,74.1760
310.67,74.2080
310.80,74.2400
310.94,74.2720
311.07,74.3040
310.79,74.3360
310.92,74.3680
311.05,74.4000
311.19,74.4320
310.90,74.4640
311.04,74.4960
311.17,74.5280
310.88,74.5600
311.02,74.5920
310.73,74.6240
310.87,74.6560
310.58,74.6880
310.72,74.7200
310.85,74.7520
310.98,74.7840
310.70,74.8160
310.83,74.8480
310.55,74.8800
310.68,74.9120
310.82,74.9440
310.95,74.9760
310.67,75.0080
310.80,75.0400
310.52,75.0720
310.65,75.1040
310.78,75.1360
310.50,75.1680
310.63,75.2000
310.35,75.2320
310.49,75.2640
310.62,75.2960
310.34,75.3280
310.06,75.3600
310.19,75.3920
310.32,75.4240
310.45,75.4560
310.59,75.4880
310.31,75.5200
310.44,75.5520
310.57,75.5840
310.70,75.6160
310.42,75.6480
310.55,75.6800
310.27,75.7120
310.41,75.7440
310.54,75.7760
310.26,75.8080
310.39,75.8400
310.52,75.8720
310.24,75.9040
310.37,75.9360
310.50,75.9680
310.23,76.0000
310.36,76.0320
310.08,76.0640
310.21,76.0960
310.34,76.1280
310.47,76.1600
310.19,76.1920
310.33,76.2240
310.46,76.2560
310.18,76.2880
310.31,76.3200
310.03,76.3520
310.16,76.3840
310.29,76.4160
310.02,76.4480
310.15,76.4800
310.28,76.5120
310.00,76.5440
310.13,76.5760
310.26,76.6080
309.99,76.6400
310.12,76.6720
310.25,76.7040
310.38,76.7360
310.51,76.7680
310.23,76.8000
310.36,76.8320
310.09,76.8640
310.21,76.8960
310.34,76.9280
310.07,76.9600
310.20,76.9920
309.93,77.0240
310.06,77.0560
309.78,77.0880
309.91,77.1200
309.64,77.1520
309.77,77.1840
309.50,77.2160
309.62,77.2480
309.75,77.2800
309.48,77.3120
309.61,77.3440
309.74,77.3760
309.87,77.4080
309.60,77.4400
309.72,77.4720
309.85,77.5040
309.98,77.5360
310.11,77.5680
310.23,77.6000
310.36,77.6320
310.49,77.6640
310.22,77.6960
310.35,77.7280
310.08,77.7600
310.20,77.7920
309.93,77.8240
310.06,77.8560
310.19,77.8880
309.92,77.9200
309.65,77.9520
309.78,77.9840
309.51,78.0160
309.63,78.0480
309.37,78.0800
309.49,78.1120
309.62,78.1440
309.35,78.1760
309.48,78.2080
309.21,78.2400
309.34,78.2720
309.46,78.3040
309.20,78.3360
309.32,78.3680
309.45,78.4000
309.18,78.4320
309.31,78.4640
309.44,78.4960
309.17,78.5280
309.30,78.5600
309.42,78.5920
309.55,78.6240
309.67,78.6560
309.80,78.6880
309.93,78.7200
309.66,78.7520
309.79,78.7840
309.91,78.8160
309.64,78.8480
309.77,78.8800
309.90,78.9120
310.02,78.9440
309.76,78.9760
309.88,79.0080
309.62,79.0400
309.74,79.0720
309.87,79.1040
309.60,79.1360
309.73,79.1680
309.46,79.2000
309.59,79.2320
309.32,79.2640
309.45,79.2960
309.18,79.3280
309.31,79.3600
309.05,79.3920
309.17,79.4240
309.30,79.4560
309.03,79.4880
309.16,79.5200
308.89,79.5520
309.02,79.5840
309.14,79.6160
309.27,79.6480
309.39,79.6800
309.13,79.7120
309.25,79.7440
309.38,79.7760
309.50,79.8080
309.24,79.8400
309.36,79.8720
309.49,79.9040
309.23,79.9360
309.35,79.9680
309.09,80.0000
309.21,80.0320
309.34,80.0640
309.46,80.0960
309.20,80.1280
309.32,80.1600
309.45,80.1920
309.19,80.2240
309.31,80.2560
309.43,80.2880
309.56,80.3200
309.68,80.3520
309.80,80.3840
309.93,80.4160
309.66,80.4480
309.79,80.4800
309.91,80.5120
309.65,80.5440
309.77,80.5760
309.90,80.6080
309.64,80.6400
309.38,80.6720
309.50,80.7040
309.62,80.7360
309.74,80.7680
309.49,80.8000
309.61,80.8320
309.73,80.8640
309.47,80.8960
309.59,80.9280
309.34,80.9600
309.46,80.9920
309.58,81.0240
309.32,81.0560
309.44,81.0880
309.19,81.1200
309.31,81.1520
309.05,81.1840
309.17,81.2160
308.92,81.2480
309.04,81.2800
308.78,81.3120
308.90,81.3440
309.02,81.3760
309.15,81.4080
309.27,81.4400
309.01,81.4720
309.13,81.5040
309.25,81.5360
309.38,81.5680
309.12,81.6000
309.24,81.6320
309.36,81.6640
309.48,81.6960
309.23,81.7280
309.35,81.7600
309.47,81.7920
309.59,81.8240
309.33,81.8560
309.46,81.8880
309.58,81.9200
309.32,81.9520
309.44,81.9840
309.56,82.0160
309.68,82.0480
309.80,82.0800
309.92,82.1120
309.67,82.1440
309.79,82.1760
309.91,82.2080
309.66,82.2400
309.78,82.2720
309.90,82.3040
310.02,82.3360
309.76,82.3680
309.88,82.4000
309.63,82.4320
309.75,82.4640
309.87,82.4960
309.61,82.5280
309.73,82.5600
309.85,82.5920
309.97,82.6240
309.72,82.6560
309.84,82.6880
309.59,82.7200
309.71,82.7520
309.45,82.7840
309.20,82.8160
309.32,82.8480
309.44,82.8800
309.19,82.9120
309.31,82.9440
309.43,82.9760
309.17,83.0080
309.29,83.0400
309.04,83.0720
309.16,83.1040
309.28,83.1360
309.03,83.1680
309.15,83.2000
309.27,83.2320
309.02,83.2640
309.14,83.2960
309.25,83.3280
309.00,83.3600
309.12,83.3920
308.87,83.4240
308.99,83.4560
309.11,83.4880
308.86,83.5200
308.98,83.5520
309.10,83.5840
309.21,83.6160
308.96,83.6480
309.08,83.6800
308.83,83.7120
308.95,83.7440
309.07,83.7760
309.19,83.8080
308.94,83.8400
309.06,83.8720
309.18,83.9040
309.29,83.9360
309.04,83.9680
309.16,84.0000
308.91,84.0320
309.03,84.0640
308.78,84.0960
308.90,84.1280
309.02,84.1600
309.14,84.1920
308.89,84.2240
309.01,84.2560
308.76,84.2880
308.88,84.3200
308.99,84.3520
309.11,84.3840
308.86,84.4160
308.62,84.4480
308.73,84.4800
308.85,84.5120
308.60,84.5440
308.72,84.5760
308.84,84.6080
308.59,84.6400
308.71,84.6720
308.83,84.7040
308.58,84.7360
308.70,84.7680
308.81,84.8000
308.57,84.8320
308.68,84.8640
308.44,84.8960
308.56,84.9280
308.67,84.9600
308.79,84.9920
308.54,85.0240
308.66,85.0560
308.78,85.0880
308.53,85.1200
308.65,85.1520
308.76,85.1840
308.88,85.2160
308.64,85.2480
308.75,85.2800
308.51,85.3120
308.62,85.3440
308.74,85.3760
308.50,85.4080
308.61,85.4400
308.73,85.4720
308.84,85.5040
308.96,85.5360
309.07,85.5680
308.83,85.6000
308.95,85.6320
309.06,85.6640
308.82,85.6960
308.93,85.7280
309.05,85.7600
308.81,85.7920
308.92,85.8240
309.04,85.8560
309.15,85.8880
308.91,85.9200
309.02,85.9520
309.14,85.9840
309.25,86.0160
309.37,86.0480
309.48,86.0800
309.24,86.1120
309.36,86.1440
309.47,86.1760
309.59,86.2080
309.70,86.2400
309.82,86.2720
309.57,86.3040
309.69,86.3360
309.44,86.3680
309.56,86.4000
309.67,86.4320
309.79,86.4640
309.55,86.4960
309.66,86.5280
309.78,86.5600
309.89,86.5920
309.65,86.6240
309.76,86.6560
309.88,86.6880
309.63,86.7200
309.75,86.7520
309.86,86.7840
309.62,86.8160
309.74,86.8480
309.49,86.8800
309.61,86.9120
309.72,86.9440
309.48,86.9760
309.60,87.0080
309.71,87.0400
309.82,87.0720
309.94,87.1040
309.70,87.1360
309.81,87.1680
309.57,87.2000
309.68,87.2320
309.80,87.2640
309.56,87.2960
309.67,87.3280
309.78,87.3600
309.90,87.3920
310.01,87.4240
310.12,87.4560
309.88,87.4880
310.00,87.5200
310.11,87.5520
310.22,87.5840
309.98,87.6160
310.10,87.6480
309.86,87.6800
309.97,87.7120
309.73,87.7440
309.84,87.7760
309.96,87.8080
309.72,87.8400
309.83,87.8720
309.94,87.9040
310.06,87.9360
310.17,87.9680
309.93,88.0000
310.04,88.0320
310.16,88.0640
310.27,88.0960
310.38,88.1280
310.49,88.1600
310.61,88.1920
310.72,88.2240
310.83,88.2560
310.94,88.2880
311.06,88.3200
311.17,88.3520
310.93,88.3840
311.04,88.4160
310.80,88.4480
310.92,88.4800
311.03,88.5120
311.14,88.5440
310.90,88.5760
311.01,88.6080
310.77,88.6400
310.89,88.6720
311.00,88.7040
310.76,88.7360
310.87,88.7680
310.98,88.8000
310.75,88.8320
310.86,88.8640
310.62,88.8960
310.73,88.9280
310.84,88.9600
310.96,88.9920
311.07,89.0240
310.83,89.0560
310.94,89.0880
310.70,89.1200
310.82,89.1520
310.93,89.1840
311.04,89.2160
310.80,89.2480
310.91,89.2800
310.68,89.3120
310.79,89.3440
310.90,89.3760
310.66,89.4080
310.77,89.4400
310.88,89.4720
311.00,89.5040
310.76,89.5360
310.87,89.5680
310.98,89.6000
310.75,89.6320
310.86,89.6640
310.97,89.6960
311.08,89.7280
311.19,89.7600
310.95,89.7920
311.06,89.8240
310.83,89.8560
310.94,89.8880
310.70,89.9200
310.81,89.9520
310.92,89.9840
311.04,90.0160
311.15,90.0480
311.26,90.0800
311.02,90.1120
311.13,90.1440
310.90,90.1760
311.01,90.2080
311.12,90.2400
310.88,90.2720
310.99,90.3040
310.76,90.3360
310.87,90.3680
310.63,90.4000
310.74,90.4320
310.51,90.4640
310.62,90.4960
310.39,90.5280
310.50,90.5600
310.61,90.5920
310.72,90.6240
310.48,90.6560
310.59,90.6880
310.36,90.7200
310.47,90.7520
310.24,90.7840
310.35,90.8160
310.12,90.8480
310.22,90.8800
309.99,90.9120
310.10,90.9440
310.21,90.9760
310.32,91.0080
310.43,91.0400
310.54,91.0720
310.31,91.1040
310.42,91.1360
310.53,91.1680
310.29,91.2000
310.40,91.2320
310.51,91.2640
310.62,91.2960
310.73,91.3280
310.50,91.3600
310.61,91.3920
310.72,91.4240
310.49,91.4560
310.59,91.4880
310.70,91.5200
310.47,91.5520
310.58,91.5840
310.69,91.6160
310.80,91.6480
310.57,91.6800
310.68,91.7120
310.78,91.7440
310.89,91.7760
311.00,91.8080
311.11,91.8400
311.22,91.8720
310.99,91.9040
311.09,91.9360
311.20,91.9680
310.97,92.0000
311.08,92.0320
311.19,92.0640
310.96,92.0960
311.07,92.1280
311.17,92.1600
310.94,92.1920
311.05,92.2240
311.16,92.2560
310.93,92.2880
311.04,92.3200
311.15,92.3520
311.25,92.3840
311.36,92.4160
311.13,92.4480
311.24,92.4800
311.35,92.5120
311.12,92.5440
311.23,92.5760
311.33,92.6080
311.44,92.6400
311.55,92.6720
311.32,92.7040
311.43,92.7360
311.53,92.7680
311.31,92.8000
311.41,92.8320
311.52,92.8640
311.63,92.8960
311.40,92.9280
311.51,92.9600
311.28,92.9920
311.38,93.0240
311.16,93.0560
311.26,93.0880
311.37,93.1200
311.48,93.1520
311.25,93.1840
311.36,93.2160
311.46,93.2480
311.24,93.2800
311.34,93.3120
311.45,93.3440
311.56,93.3760
311.66,93.4080
311.77,93.4400
311.88,93.4720
311.65,93.5040
311.75,93.5360
311.86,93.5680
311.97,93.6000
312.07,93.6320
311.85,93.6640
311.95,93.6960
311.73,93.7280
311.50,93.7600
311.60,93.7920
311.71,93.8240
311.82,93.8560
311.59,93.8880
311.70,93.9200
311.80,93.9520
311.58,93.9840
311.68,94.0160
311.79,94.0480
311.89,94.0800
311.67,94.1120
311.77,94.1440
311.55,94.1760
311.65,94.2080
311.76,94.2400
311.53,94.2720
311.64,94.3040
311.74,94.3360
311.85,94.3680
311.96,94.4000
312.06,94.4320
311.84,94.4640
311.94,94.4960
312.05,94.5280
311.82,94.5600
311.93,94.5920
312.03,94.6240
311.81,94.6560
311.58,94.6880
311.69,94.7200
311.79,94.7520
311.90,94.7840
311.67,94.8160
311.78,94.8480
311.88,94.8800
311.66,94.9120
311.76,94.9440
311.54,94.9760
311.64,95.0080
311.75,95.0400
311.53,95.0720
311.63,95.1040
311.74,95.1360
311.51,95.1680
311.62,95.2000
311.39,95.2320
311.50,95.2640
311.60,95.2960
311.71,95.3280
311.48,95.3600
311.59,95.3920
311.37,95.4240
311.47,95.4560
311.57,95.4880
311.35,95.5200
311.46,95.5520
311.56,95.5840
311.34,95.6160
311.44,95.6480
311.55,95.6800
311.32,95.7120
311.43,95.7440
311.53,95.7760
311.64,95.8080
311.74,95.8400
311.52,95.8720
311.62,95.9040
311.40,95.9360
311.50,95.9680
311.28,96.0000
311.39,96.0320
311.17,96.0640
311.27,96.0960
311.05,96.1280
311.15,96.1600
310.93,96.1920
311.04,96.2240
311.14,96.2560
310.92,96.2880
311.02,96.3200
311.13,96.3520
311.23,96.3840
311.01,96.4160
311.11,96.4480
310.89,96.4800
311.00,96.5120
311.10,96.5440
310.88,96.5760
310.98,96.6080
310.76,96.6400
310.87,96.6720
310.97,96.7040
310.75,96.7360
310.85,96.7680
310.96,96.8000
311.06,96.8320
310.84,96.8640
310.94,96.8960
310.72,96.9280
310.83,96.9600
310.61,96.9920
310.71,97.0240
310.81,97.0560
310.60,97.0880
310.70,97.1200
310.80,97.1520
310.90,97.1840
311.01,97.2160
310.79,97.2480
310.57,97.2800
310.67,97.3120
310.46,97.3440
310.56,97.3760
310.66,97.4080
310.76,97.4400
310.86,97.4720
310.65,97.5040
310.75,97.5360
310.85,97.5680
310.95,97.6000
311.06,97.6320
311.16,97.6640
310.94,97.6960
311.04,97.7280
310.83,97.7600
310.93,97.7920
311.03,97.8240
311.13,97.8560
310.91,97.8880
311.02,97.9200
310.80,97.9520
310.90,97.9840
310.69,98.0160
310.79,98.0480
310.57,98.0800
