Diâmetro (nm),Tempo (s)
313.10,308.7360
313.14,308.7680
313.07,308.8000
313.10,308.8320
313.13,308.8640
313.06,308.8960
313.10,308.9280
313.03,308.9600
313.06,308.9920
312.99,309.0240
313.02,309.0560
313.05,309.0880
312.98,309.1200
313.02,309.1520
313.05,309.1840
312.98,309.2160
313.01,309.2480
313.04,309.2800
313.08,309.3120
313.01,309.3440
313.04,309.3760
312.97,309.4080
313.00,309.4400
313.03,309.4720
312.96,309.5040
313.00,309.5360
313.03,309.5680
313.06,309.6000
312.99,309.6320
313.02,309.6640
313.06,309.6960
312.99,309.7280
313.02,309.7600
312.95,309.7920
312.98,309.8240
313.01,309.8560
312.95,309.8880
312.98,309.9200
313.01,309.9520
312.94,309.9840
312.97,310.0160
313.00,310.0480
313.04,310.0800
313.07,310.1120
313.10,310.1440
313.03,310.1760
313.06,310.2080
313.00,310.2400
313.03,310.2720
313.06,310.3040
313.09,310.3360
313.12,310.3680
313.06,310.4000
313.09,310.4320
313.02,310.4640
313.05,310.4960
312.98,310.5280
313.01,310.5600
312.94,310.5920
312.98,310.6240
312.91,310.6560
312.94,310.6880
312.97,310.7200
312.90,310.7520
312.93,310.7840
312.97,310.8160
313.00,310.8480
312.93,310.8800
312.96,310.9120
312.99,310.9440
313.03,310.9760
313.06,311.0080
313.09,311.0400
313.02,311.0720
313.05,311.1040
313.09,311.1360
313.02,311.1680
312.95,311.2000
312.98,311.2320
313.01,311.2640
313.04,311.2960
312.97,311.3280
313.01,311.3600
312.94,311.3920
312.97,311.4240
313.00,311.4560
312.93,311.4880
312.97,311.5200
312.90,311.5520
312.93,311.5840
312.86,311.6160
312.89,311.6480
312.92,311.6800
312.75,311.7120
312.79,311.7440
312.82,311.7760
312.75,311.8080
312.78,311.8400
312.81,311.8720
312.85,311.9040
312.88,311.9360
312.81,311.9680
312.84,312.0000
312.87,312.0320
312.80,312.0640
312.84,312.0960
312.87,312.1280
312.80,312.1600
312.73,312.1920
312.76,312.2240
312.79,312.2560
312.83,312.2880
312.76,312.3200
312.79,312.3520
312.82,312.3840
312.75,312.4160
312.78,312.4480
312.82,312.4800
312.75,312.5120
312.78,312.5440
312.71,312.5760
312.74,312.6080
312.67,312.6400
312.71,312.6720
312.74,312.7040
312.77,312.7360
312.70,312.7680
312.73,312.8000
312.67,312.8320
312.70,312.8640
312.73,312.8960
312.76,312.9280
312.69,312.9600
312.72,312.9920
312.76,313.0240
312.69,313.0560
312.72,313.0880
312.75,313.1200
312.78,313.1520
312.82,313.1840
312.85,313.2160
312.88,313.2480
312.81,313.2800
312.74,313.3120
312.77,313.3440
312.81,313.3760
312.84,313.4080
312.87,313.4400
312.80,313.4720
312.83,313.5040
312.87,313.5360
312.80,313.5680
312.83,313.6000
312.86,313.6320
312.79,313.6640
312.82,313.6960
312.86,313.7280
312.79,313.7600
312.82,313.7920
312.85,313.8240
312.88,313.8560
312.92,313.8880
312.85,313.9200
312.88,313.9520
312.91,313.9840
312.84,314.0160
312.87,314.0480
312.91,314.0800
312.84,314.1120
312.87,314.1440
312.90,314.1760
312.83,314.2080
312.86,314.2400
312.80,314.2720
312.83,314.3040
312.76,314.3360
312.79,314.3680
312.72,314.4000
312.76,314.4320
312.69,314.4640
312.72,314.4960
312.65,314.5280
312.68,314.5600
312.61,314.5920
312.65,314.6240
312.68,314.6560
312.71,314.6880
312.64,314.7200
312.67,314.7520
312.70,314.7840
312.74,314.8160
312.67,314.8480
312.70,314.8800
312.73,314.9120
312.76,314.9440
312.80,314.9760
312.83,315.0080
312.86,315.0400
312.79,315.0720
312.82,315.1040
312.85,315.1360
312.79,315.1680
312.82,315.2000
312.75,315.2320
312.78,315.2640
312.71,315.2960
312.75,315.3280
312.78,315.3600
312.71,315.3920
312.74,315.4240
312.77,315.4560
312.80,315.4880
312.74,315.5200
312.77,315.5520
312.80,315.5840
312.83,315.6160
312.86,315.6480
312.89,315.6800
312.83,315.7120
312.86,315.7440
312.89,315.7760
312.82,315.8080
312.85,315.8400
312.89,315.8720
312.82,315.9040
312.85,315.9360
312.88,315.9680
312.81,316.0000
312.84,316.0320
312.88,316.0640
312.81,316.0960
312.84,316.1280
312.87,316.1600
312.80,316.1920
312.83,316.2240
312.77,316.2560
312.80,316.2880
312.83,316.3200
312.86,316.3520
312.79,316.3840
312.83,316.4160
312.76,316.4480
312.79,316.4800
312.82,316.5120
312.75,316.5440
312.68,316.5760
312.72,316.6080
312.75,316.6400
312.68,316.6720
312.71,316.7040
312.64,316.7360
312.58,316.7680
312.61,316.8000
312.64,316.8320
312.57,316.8640
312.60,316.8960
312.54,316.9280
312.57,316.9600
312.50,316.9920
312.53,317.0240
312.56,317.0560
312.59,317.0880
312.53,317.1200
312.56,317.1520
312.59,317.1840
312.52,317.2160
312.45,317.2480
312.49,317.2800
312.52,317.3120
312.55,317.3440
312.48,317.3760
312.51,317.4080
312.45,317.4400
312.48,317.4720
312.51,317.5040
312.44,317.5360
312.47,317.5680
312.41,317.6000
312.44,317.6320
312.47,317.6640
312.40,317.6960
312.43,317.7280
312.36,317.7600
312.40,317.7920
312.33,317.8240
312.36,317.8560
312.39,317.8880
312.32,317.9200
312.36,317.9520
312.29,317.9840
312.22,318.0160
312.25,318.0480
312.28,318.0800
312.32,318.1120
312.35,318.1440
312.38,318.1760
312.41,318.2080
312.34,318.2400
312.37,318.2720
312.41,318.3040
312.34,318.3360
312.37,318.3680
312.30,318.4000
312.33,318.4320
312.36,318.4640
312.40,318.4960
312.33,318.5280
312.36,318.5600
312.29,318.5920
312.32,318.6240
312.36,318.6560
312.29,318.6880
312.32,318.7200
312.35,318.7520
312.38,318.7840
312.32,318.8160
312.35,318.8480
312.38,318.8800
312.41,318.9120
312.44,318.9440
312.37,318.9760
312.41,319.0080
312.44,319.0400
312.37,319.0720
312.40,319.1040
312.43,319.1360
312.36,319.1680
312.40,319.2000
312.43,319.2320
312.36,319.2640
312.39,319.2960
312.32,319.3280
312.36,319.3600
312.29,319.3920
312.32,319.4240
312.25,319.4560
312.28,319.4880
312.22,319.5200
312.25,319.5520
312.28,319.5840
312.21,319.6160
312.24,319.6480
312.28,319.6800
312.31,319.7120
312.24,319.7440
312.27,319.7760
312.30,319.8080
312.24,319.8400
312.27,319.8720
312.20,319.9040
312.23,319.9360
312.16,319.9680
312.20,320.0000
312.23,320.0320
312.26,320.0640
312.29,320.0960
312.22,320.1280
312.25,320.1600
312.28,320.1920
312.22,320.2240
312.25,320.2560
312.18,320.2880
312.21,320.3200
312.15,320.3520
312.18,320.3840
312.21,320.4160
312.24,320.4480
312.17,320.4800
312.20,320.5120
312.24,320.5440
312.27,320.5760
312.30,320.6080
312.33,320.6400
312.26,320.6720
312.29,320.7040
312.23,320.7360
312.26,320.7680
312.29,320.8000
312.32,320.8320
312.35,320.8640
312.28,320.8960
312.22,320.9280
312.25,320.9600
312.28,320.9920
312.21,321.0240
312.25,321.0560
312.18,321.0880
312.21,321.1200
312.24,321.1520
312.27,321.1840
312.21,321.2160
312.24,321.2480
312.27,321.2800
312.30,321.3120
312.23,321.3440
312.26,321.3760
312.29,321.4080
312.33,321.4400
312.26,321.4720
312.29,321.5040
312.32,321.5360
312.35,321.5680
312.38,321.6000
312.41,321.6320
312.45,321.6640
312.38,321.6960
312.41,321.7280
312.44,321.7600
312.37,321.7920
312.41,321.8240
312.34,321.8560
312.37,321.8880
312.30,321.9200
312.33,321.9520
312.37,321.9840
312.30,322.0160
312.23,322.0480
312.26,322.0800
312.29,322.1120
312.33,322.1440
312.26,322.1760
312.29,322.2080
312.32,322.2400
312.25,322.2720
312.29,322.3040
312.22,322.3360
312.25,322.3680
312.18,322.4000
312.21,322.4320
312.25,322.4640
312.28,322.4960
312.31,322.5280
312.34,322.5600
312.27,322.5920
312.30,322.6240
312.33,322.6560
312.37,322.6880
312.30,322.7200
312.33,322.7520
312.36,322.7840
312.39,322.8160
312.33,322.8480
312.36,322.8800
312.39,322.9120
312.42,322.9440
312.45,322.9760
312.38,323.0080
312.41,323.0400
312.44,323.0720
312.38,323.1040
312.31,323.1360
312.34,323.1680
312.37,323.2000
312.31,323.2320
312.34,323.2640
312.27,323.2960
312.30,323.3280
312.24,323.3600
312.27,323.3920
312.30,323.4240
312.23,323.4560
312.26,323.4880
312.29,323.5200
312.33,323.5520
312.26,323.5840
312.29,323.6160
312.32,323.6480
312.26,323.6800
312.29,323.7120
312.32,323.7440
312.35,323.7760
312.28,323.8080
312.22,323.8400
312.25,323.8720
312.28,323.9040
312.31,323.9360
312.34,323.9680
312.27,324.0000
312.30,324.0320
312.33,324.0640
312.27,324.0960
312.30,324.1280
312.23,324.1600
312.26,324.1920
312.20,324.2240
312.23,324.2560
312.26,324.2880
312.29,324.3200
312.22,324.3520
312.26,324.3840
312.19,324.4160
312.22,324.4480
312.25,324.4800
312.19,324.5120
312.22,324.5440
312.15,324.5760
312.18,324.6080
312.21,324.6400
312.24,324.6720
312.18,324.7040
312.21,324.7360
312.24,324.7680
312.17,324.8000
312.20,324.8320
312.23,324.8640
312.26,324.8960
312.30,324.9280
312.23,324.9600
312.26,324.9920
312.29,325.0240
312.32,325.0560
312.26,325.0880
312.29,325.1200
312.32,325.1520
312.35,325.1840
312.28,325.2160
312.31,325.2480
312.34,325.2800
312.37,325.3120
312.41,325.3440
312.44,325.3760
312.37,325.4080
312.40,325.4400
312.43,325.4720
312.37,325.5040
312.40,325.5360
312.33,325.5680
312.36,325.6000
312.39,325.6320
312.33,325.6640
312.36,325.6960
312.29,325.7280
312.32,325.7600
312.35,325.7920
312.38,325.8240
312.32,325.8560
312.35,325.8880
312.38,325.9200
312.41,325.9520
312.44,325.9840
312.37,326.0160
312.41,326.0480
312.44,326.0800
312.37,326.1120
312.40,326.1440
312.34,326.1760
312.37,326.2080
312.40,326.2400
312.43,326.2720
312.36,326.3040
312.39,326.3360
312.42,326.3680
312.36,326.4000
312.39,326.4320
312.42,326.4640
312.35,326.4960
312.38,326.5280
312.32,326.5600
312.35,326.5920
312.38,326.6240
312.41,326.6560
312.34,326.6880
312.37,326.7200
312.41,326.7520
312.44,326.7840
312.47,326.8160
312.40,326.8480
312.43,326.8800
312.37,326.9120
312.40,326.9440
312.33,326.9760
312.36,327.0080
312.39,327.0400
312.33,327.0720
312.36,327.1040
312.39,327.1360
312.32,327.1680
312.35,327.2000
312.29,327.2320
312.32,327.2640
312.25,327.2960
312.28,327.3280
312.31,327.3600
312.25,327.3920
312.28,327.4240
312.21,327.4560
312.24,327.4880
312.27,327.5200
312.21,327.5520
312.24,327.5840
312.17,327.6160
312.20,327.6480
312.14,327.6800
312.17,327.7120
312.20,327.7440
312.14,327.7760
312.17,327.8080
312.20,327.8400
312.13,327.8720
312.16,327.9040
312.10,327.9360
312.13,327.9680
312.16,328.0000
312.09,328.0320
312.12,328.0640
312.06,328.0960
312.09,328.1280
312.12,328.1600
312.05,328.1920
312.08,328.2240
312.11,328.2560
312.05,328.2880
312.08,328.3200
312.11,328.3520
312.04,328.3840
312.08,328.4160
312.11,328.4480
312.04,328.4800
312.07,328.5120
312.01,328.5440
312.04,328.5760
311.97,328.6080
312.00,328.6400
311.94,328.6720
311.87,328.7040
311.90,328.7360
311.93,328.7680
311.96,328.8000
311.90,328.8320
311.93,328.8640
311.96,328.8960
311.89,328.9280
311.92,328.9600
311.95,328.9920
311.89,329.0240
311.92,329.0560
311.95,329.0880
311.98,329.1200
311.92,329.1520
311.95,329.1840
311.98,329.2160
312.01,329.2480
312.04,329.2800
311.88,329.3120
311.91,329.3440
311.94,329.3760
311.87,329.4080
311.90,329.4400
311.84,329.4720
311.87,329.5040
311.80,329.5360
311.83,329.5680
311.86,329.6000
311.80,329.6320
311.83,329.6640
311.77,329.6960
311.80,329.7280
311.73,329.7600
311.76,329.7920
311.79,329.8240
311.73,329.8560
311.76,329.8880
311.69,329.9200
311.72,329.9520
311.75,329.9840
311.78,330.0160
311.72,330.0480
311.75,330.0800
311.68,330.1120
311.71,330.1440
311.74,330.1760
311.68,330.2080
311.71,330.2400
311.65,330.2720
311.68,330.3040
311.61,330.3360
311.64,330.3680
311.67,330.4000
311.70,330.4320
311.64,330.4640
311.67,330.4960
311.60,330.5280
311.63,330.5600
311.66,330.5920
311.60,330.6240
311.63,330.6560
311.66,330.6880
311.69,330.7200
311.63,330.7520
311.66,330.7840
311.59,330.8160
311.62,330.8480
311.65,330.8800
311.59,330.9120
311.62,330.9440
311.65,330.9760
311.68,331.0080
311.61,331.0400
311.64,331.0720
311.58,331.1040
311.61,331.1360
311.64,331.1680
311.67,331.2000
311.61,331.2320
311.64,331.2640
311.57,331.2960
311.60,331.3280
311.63,331.3600
311.66,331.3920
311.69,331.4240
311.63,331.4560
311.66,331.4880
311.59,331.5200
311.62,331.5520
311.65,331.5840
311.59,331.6160
311.62,331.6480
311.56,331.6800
311.59,331.7120
311.62,331.7440
311.55,331.7760
311.58,331.8080
311.61,331.8400
311.64,331.8720
311.58,331.9040
311.61,331.9360
311.54,331.9680
311.57,332.0000
311.60,332.0320
311.54,332.0640
311.57,332.0960
311.60,332.1280
311.53,332.1600
311.56,332.1920
311.59,332.2240
311.62,332.2560
311.65,332.2880
311.59,332.3200
311.62,332.3520
311.56,332.3840
311.59,332.4160
311.62,332.4480
311.65,332.4800
311.58,332.5120
311.61,332.5440
311.55,332.5760
311.58,332.6080
311.51,332.6400
311.54,332.6720
311.57,332.7040
311.51,332.7360
311.54,332.7680
311.48,332.8000
311.51,332.8320
311.54,332.8640
311.47,332.8960
311.50,332.9280
311.53,332.9600
311.56,332.9920
311.50,333.0240
311.53,333.0560
311.56,333.0880
311.59,333.1200
311.62,333.1520
311.55,333.1840
311.49,333.2160
311.52,333.2480
311.55,333.2800
311.58,333.3120
311.61,333.3440
311.55,333.3760
311.58,333.4080
311.61,333.4400
311.64,333.4720
311.67,333.5040
311.60,333.5360
311.63,333.5680
311.66,333.6000
311.60,333.6320
311.53,333.6640
311.56,333.6960
311.59,333.7280
311.53,333.7600
311.56,333.7920
311.59,333.8240
311.62,333.8560
311.65,333.8880
311.68,333.9200
311.71,333.9520
311.74,333.9840
311.68,334.0160
311.71,334.0480
311.64,334.0800
311.67,334.1120
311.61,334.1440
311.64,334.1760
311.57,334.2080
311.60,334.2400
311.63,334.2720
311.66,334.3040
311.60,334.3360
311.63,334.3680
311.57,334.4000
311.60,334.4320
311.53,334.4640
311.56,334.4960
311.59,334.5280
311.62,334.5600
311.56,334.5920
311.59,334.6240
311.62,334.6560
311.55,334.6880
311.58,334.7200
311.61,334.7520
311.64,334.7840
311.58,334.8160
311.61,334.8480
311.64,334.8800
311.58,334.9120
311.61,334.9440
311.54,334.9760
311.57,335.0080
311.60,335.0400
311.63,335.0720
311.66,335.1040
311.60,335.1360
311.53,335.1680
311.56,335.2000
311.59,335.2320
311.62,335.2640
311.65,335.2960
311.59,335.3280
311.62,335.3600
311.56,335.3920
311.59,335.4240
311.62,335.4560
311.55,335.4880
311.49,335.5200
311.52,335.5520
311.55,335.5840
311.48,335.6160
311.42,335.6480
311.45,335.6800
311.48,335.7120
311.42,335.7440
311.45,335.7760
311.38,335.8080
311.41,335.8400
311.44,335.8720
311.38,335.9040
311.32,335.9360
311.35,335.9680
311.38,336.0000
311.31,336.0320
311.34,336.0640
311.28,336.0960
311.31,336.1280
311.25,336.1600
311.28,336.1920
311.30,336.2240
311.33,336.2560
311.36,336.2880
311.30,336.3200
311.33,336.3520
311.27,336.3840
311.30,336.4160
311.23,336.4480
311.26,336.4800
311.20,336.5120
311.23,336.5440
311.17,336.5760
311.20,336.6080
311.23,336.6400
311.26,336.6720
311.19,336.7040
311.22,336.7360
311.25,336.7680
311.28,336.8000
311.22,336.8320
311.16,336.8640
311.19,336.8960
311.21,336.9280
311.15,336.9600
311.18,336.9920
311.21,337.0240
311.15,337.0560
311.18,337.0880
311.11,337.1200
311.14,337.1520
311.17,337.1840
311.20,337.2160
311.14,337.2480
311.17,337.2800
311.20,337.3120
311.23,337.3440
311.26,337.3760
311.29,337.4080
311.32,337.4400
311.25,337.4720
311.19,337.5040
311.22,337.5360
311.25,337.5680
311.19,337.6000
311.22,337.6320
311.25,337.6640
311.28,337.6960
311.31,337.7280
311.34,337.7600
311.27,337.7920
311.30,337.8240
311.33,337.8560
311.36,337.8880
311.39,337.9200
311.42,337.9520
311.45,337.9840
311.39,338.0160
311.42,338.0480
311.35,338.0800
311.38,338.1120
311.41,338.1440
311.44,338.1760
311.38,338.2080
311.41,338.2400
311.44,338.2720
311.37,338.3040
311.40,338.3360
311.34,338.3680
311.37,338.4000
311.40,338.4320
311.43,338.4640
311.46,338.4960
311.40,338.5280
311.43,338.5600
311.36,338.5920
311.39,338.6240
311.42,338.6560
311.36,338.6880
311.39,338.7200
311.33,338.7520
311.36,338.7840
311.38,338.8160
311.32,338.8480
311.35,338.8800
311.38,338.9120
311.41,338.9440
311.35,338.9760
311.38,339.0080
311.41,339.0400
311.44,339.0720
311.37,339.1040
311.40,339.1360
311.43,339.1680
311.46,339.2000
311.40,339.2320
311.43,339.2640
311.46,339.2960
311.49,339.3280
311.42,339.3600
311.45,339.3920
311.39,339.4240
311.42,339.4560
311.45,339.4880
311.39,339.5200
311.42,339.5520
311.45,339.5840
311.47,339.6160
311.50,339.6480
311.44,339.6800
311.47,339.7120
311.41,339.7440
311.44,339.7760
311.37,339.8080
311.40,339.8400
311.43,339.8720
311.37,339.9040
311.40,339.9360
311.43,339.9680
311.37,340.0000
311.40,340.0320
311.43,340.0640
311.46,340.0960
311.48,340.1280
311.42,340.1600
311.45,340.1920
311.39,340.2240
311.42,340.2560
311.45,340.2880
311.48,340.3200
311.41,340.3520
311.44,340.3840
311.47,340.4160
311.41,340.4480
311.44,340.4800
311.38,340.5120
311.41,340.5440
311.34,340.5760
311.37,340.6080
311.40,340.6400
311.34,340.6720
311.37,340.7040
311.31,340.7360
311.34,340.7680
311.37,340.8000
311.39,340.8320
311.42,340.8640
311.36,340.8960
311.39,340.9280
311.42,340.9600
311.45,340.9920
311.48,341.0240
311.51,341.0560
311.45,341.0880
311.38,341.1200
311.41,341.1520
311.44,341.1840
311.47,341.2160
311.50,341.2480
311.44,341.2800
311.47,341.3120
311.40,341.3440
311.43,341.3760
311.46,341.4080
311.40,341.4400
311.43,341.4720
311.46,341.5040
311.49,341.5360
311.43,341.5680
311.46,341.6000
311.48,341.6320
311.42,341.6640
311.45,341.6960
311.48,341.7280
311.51,341.7600
311.45,341.7920
311.48,341.8240
311.41,341.8560
311.44,341.8880
311.47,341.9200
311.41,341.9520
311.35,341.9840
311.38,342.0160
311.32,342.0480
311.34,342.0800
311.37,342.1120
311.40,342.1440
311.43,342.1760
311.46,342.2080
311.49,342.2400
311.52,342.2720
311.46,342.3040
311.49,342.3360
311.52,342.3680
311.45,342.4000
311.48,342.4320
311.42,342.4640
311.45,342.4960
311.39,342.5280
311.42,342.5600
311.45,342.5920
311.47,342.6240
311.50,342.6560
311.53,342.6880
311.47,342.7200
311.50,342.7520
311.53,342.7840
311.56,342.8160
311.59,342.8480
311.52,342.8800
311.55,342.9120
311.58,342.9440
311.61,342.9760
311.64,343.0080
311.67,343.0400
311.61,343.0720
311.64,343.1040
311.67,343.1360
311.60,343.1680
311.63,343.2000
311.66,343.2320
311.69,343.2640
311.63,343.2960
311.66,343.3280
311.60,343.3600
311.53,343.3920
311.56,343.4240
311.59,343.4560
311.62,343.4880
311.65,343.5200
311.68,343.5520
311.62,343.5840
311.65,343.6160
311.68,343.6480
311.70,343.6800
311.73,343.7120
311.67,343.7440
311.70,343.7760
311.73,343.8080
311.67,343.8400
311.70,343.8720
311.63,343.9040
311.66,343.9360
311.60,343.9680
311.63,344.0000
311.66,344.0320
311.69,344.0640
311.63,344.0960
311.66,344.1280
311.59,344.1600
311.62,344.1920
311.56,344.2240
311.59,344.2560
311.62,344.2880
311.56,344.3200
311.59,344.3520
311.62,344.3840
311.64,344.4160
311.58,344.4480
311.61,344.4800
311.64,344.5120
311.58,344.5440
311.61,344.5760
311.55,344.6080
311.57,344.6400
311.60,344.6720
311.45,344.7040
311.48,344.7360
311.51,344.7680
311.45,344.8000
311.48,344.8320
311.41,344.8640
311.44,344.8960
311.38,344.9280
311.41,344.9600
311.44,344.9920
311.47,345.0240
311.41,345.0560
311.44,345.0880
311.37,345.1200
311.40,345.1520
311.43,345.1840
311.46,345.2160
311.40,345.2480
311.43,345.2800
311.46,345.3120
311.49,345.3440
311.51,345.3760
311.45,345.4080
311.48,345.4400
311.42,345.4720
311.45,345.5040
311.48,345.5360
311.51,345.5680
311.45,345.6000
311.47,345.6320
311.50,345.6640
311.53,345.6960
311.56,345.7280
311.50,345.7600
311.53,345.7920
311.47,345.8240
311.50,345.8560
311.52,345.8880
311.46,345.9200
311.49,345.9520
311.43,345.9840
311.46,346.0160
311.49,346.0480
311.43,346.0800
311.46,346.1120
311.48,346.1440
311.51,346.1760
311.54,346.2080
311.48,346.2400
311.51,346.2720
311.54,346.3040
311.48,346.3360
311.51,346.3680
311.53,346.4000
311.56,346.4320
311.50,346.4640
311.53,346.4960
311.47,346.5280
311.50,346.5600
311.53,346.5920
311.55,346.6240
311.58,346.6560
311.52,346.6880
311.55,346.7200
311.49,346.7520
311.52,346.7840
311.55,346.8160
311.58,346.8480
311.51,346.8800
311.54,346.9120
311.48,346.9440
311.51,346.9760
311.54,347.0080
311.57,347.0400
311.60,347.0720
311.63,347.1040
311.65,347.1360
311.59,347.1680
311.62,347.2000
311.56,347.2320
311.59,347.2640
311.53,347.2960
311.56,347.3280
311.59,347.3600
311.52,347.3920
311.55,347.4240
311.49,347.4560
311.52,347.4880
311.55,347.5200
311.58,347.5520
311.61,347.5840
311.55,347.6160
311.57,347.6480
311.60,347.6800
311.63,347.7120
311.57,347.7440
311.60,347.7760
311.63,347.8080
311.66,347.8400
311.59,347.8720
311.62,347.9040
311.65,347.9360
311.59,347.9680
311.53,348.0000
311.56,348.0320
311.50,348.0640
311.53,348.0960
311.55,348.1280
311.49,348.1600
311.52,348.1920
311.55,348.2240
311.49,348.2560
311.52,348.2880
311.55,348.3200
311.49,348.3520
311.51,348.3840
311.54,348.4160
311.48,348.4480
311.51,348.4800
311.54,348.5120
311.48,348.5440
311.51,348.5760
311.54,348.6080
311.47,348.6400
311.50,348.6720
311.53,348.7040
311.47,348.7360
311.50,348.7680
311.53,348.8000
311.56,348.8320
311.58,348.8640
311.52,348.8960
311.55,348.9280
311.58,348.9600
311.61,348.9920
311.55,349.0240
311.49,349.0560
311.52,349.0880
311.54,349.1200
311.48,349.1520
311.51,349.1840
311.54,349.2160
311.48,349.2480
311.51,349.2800
311.54,349.3120
311.57,349.3440
311.59,349.3760
311.53,349.4080
311.56,349.4400
311.59,349.4720
311.62,349.5040
311.65,349.5360
311.68,349.5680
311.70,349.6000
311.64,349.6320
311.67,349.6640
311.61,349.6960
311.64,349.7280
311.67,349.7600
311.61,349.7920
311.64,349.8240
311.66,349.8560
311.69,349.8880
311.72,349.9200
311.66,349.9520
311.69,349.9840
311.72,350.0160
311.75,350.0480
311.77,350.0800
311.80,350.1120
311.74,350.1440
311.77,350.1760
311.80,350.2080
311.74,350.2400
311.77,350.2720
311.80,350.3040
311.73,350.3360
311.76,350.3680
311.79,350.4000
311.73,350.4320
311.76,350.4640
311.79,350.4960
311.73,350.5280
311.76,350.5600
311.78,350.5920
311.72,350.6240
311.75,350.6560
311.78,350.6880
311.72,350.7200
311.75,350.7520
311.69,350.7840
311.71,350.8160
311.74,350.8480
311.68,350.8800
311.71,350.9120
311.74,350.9440
311.68,350.9760
311.71,351.0080
311.65,351.0400
311.67,351.0720
311.70,351.1040
311.73,351.1360
311.67,351.1680
311.70,351.2000
311.64,351.2320
311.67,351.2640
311.70,351.2960
311.64,351.3280
311.66,351.3600
311.60,351.3920
311.63,351.4240
311.57,351.4560
311.60,351.4880
311.63,351.5200
311.57,351.5520
311.60,351.5840
311.62,351.6160
311.65,351.6480
311.68,351.6800
311.62,351.7120
311.65,351.7440
311.68,351.7760
311.70,351.8080
311.73,351.8400
311.76,351.8720
311.70,351.9040
311.73,351.9360
311.76,351.9680
311.70,352.0000
311.73,352.0320
311.75,352.0640
311.69,352.0960
311.72,352.1280
311.66,352.1600
311.69,352.1920
311.72,352.2240
311.66,352.2560
311.69,352.2880
311.63,352.3200
311.65,352.3520
311.68,352.3840
311.62,352.4160
311.65,352.4480
311.68,352.4800
311.62,352.5120
311.65,352.5440
311.67,352.5760
311.70,352.6080
311.73,352.6400
311.76,352.6720
311.70,352.7040
311.73,352.7360
311.76,352.7680
311.78,352.8000
311.81,352.8320
311.75,352.8640
311.78,352.8960
311.72,352.9280
311.75,352.9600
311.78,352.9920
311.80,353.0240
311.74,353.0560
311.77,353.0880
311.80,353.1200
311.74,353.1520
311.77,353.1840
311.71,353.2160
311.74,353.2480
311.76,353.2800
311.70,353.3120
311.73,353.3440
311.76,353.3760
311.79,353.4080
311.82,353.4400
311.76,353.4720
311.78,353.5040
311.81,353.5360
311.84,353.5680
311.78,353.6000
311.81,353.6320
311.75,353.6640
311.78,353.6960
311.81,353.7280
311.74,353.7600
311.77,353.7920
311.80,353.8240
311.74,353.8560
311.77,353.8880
311.80,353.9200
311.83,353.9520
311.85,353.9840
311.79,354.0160
311.82,354.0480
311.85,354.0800
311.88,354.1120
311.91,354.1440
311.85,354.1760
311.87,354.2080
311.90,354.2400
311.93,354.2720
311.87,354.3040
311.81,354.3360
311.84,354.3680
311.78,354.4000
311.81,354.4320
311.83,354.4640
311.86,354.4960
311.80,354.5280
311.83,354.5600
311.86,354.5920
311.89,354.6240
311.83,354.6560
311.85,354.6880
311.88,354.7200
311.91,354.7520
311.94,354.7840
311.97,354.8160
312.00,354.8480
311.94,354.8800
311.96,354.9120
311.99,354.9440
311.93,354.9760
311.96,355.0080
311.99,355.0400
312.02,355.0720
311.96,355.1040
311.98,355.1360
312.01,355.1680
311.95,355.2000
311.98,355.2320
311.92,355.2640
311.95,355.2960
311.89,355.3280
311.92,355.3600
311.94,355.3920
311.97,355.4240
312.00,355.4560
311.94,355.4880
311.97,355.5200
311.91,355.5520
311.94,355.5840
311.96,355.6160
311.99,355.6480
311.93,355.6800
311.96,355.7120
311.99,355.7440
311.93,355.7760
311.96,355.8080
311.98,355.8400
312.01,355.8720
311.95,355.9040
311.98,355.9360
312.01,355.9680
312.04,356.0000
311.98,356.0320
312.00,356.0640
311.95,356.0960
311.97,356.1280
312.00,356.1600
311.94,356.1920
311.97,356.2240
312.00,356.2560
312.03,356.2880
312.05,356.3200
311.99,356.3520
312.02,356.3840
312.05,356.4160
311.99,356.4480
312.02,356.4800
312.05,356.5120
312.07,356.5440
312.10,356.5760
312.13,356.6080
312.07,356.6400
312.10,356.6720
312.13,356.7040
312.15,356.7360
312.09,356.7680
312.12,356.8000
312.06,356.8320
312.09,356.8640
312.12,356.8960
312.06,356.9280
312.09,356.9600
312.11,356.9920
312.14,357.0240
312.08,357.0560
312.11,357.0880
312.05,357.1200
312.08,357.1520
312.11,357.1840
312.13,357.2160
312.16,357.2480
312.19,357.2800
312.13,357.3120
312.16,357.3440
312.10,357.3760
312.13,357.4080
312.15,357.4400
312.18,357.4720
312.21,357.5040
312.15,357.5360
312.18,357.5680
312.21,357.6000
312.23,357.6320
312.26,357.6640
312.20,357.6960
312.23,357.7280
312.26,357.7600
312.29,357.7920
312.31,357.8240
312.25,357.8560
312.28,357.8880
312.22,357.9200
312.25,357.9520
312.28,357.9840
312.22,358.0160
312.25,358.0480
312.27,358.0800
312.21,358.1120
312.24,358.1440
312.27,358.1760
312.30,358.2080
312.33,358.2400
312.35,358.2720
312.38,358.3040
312.41,358.3360
312.35,358.3680
312.38,358.4000
